text,label,Pattern Category
Enjoy a complimentary trial; subscription billed monthly after.,1,forced_continuity
Try our premium plan free; automatic subscription renewal.,1,forced_continuity
Sign up for a trial; auto-enrollment in monthly subscription.,1,forced_continuity
Access exclusive content for free; subscription starts later.,1,forced_continuity
bumper offer,1,disguised_ads
Check out this amazing product! (sponsored),1,disguised_ads
Read our article on the top 10 products of the year.,1,disguised_ads
Explore the benefits of our featured brand.,1,disguised_ads
Click here for exclusive deals on our sponsors' products.,1,disguised_ads
Discover why our partner brand is the best in the market.,1,disguised_ads
Get a free trial of our recommended product!,1,disguised_ads
Read our unbiased review of this sponsored service.,1,disguised_ads
Unlock special discounts from our advertising partners.,1,disguised_ads
Explore sponsored content for exciting offers.,1,disguised_ads
Check out the latest trends brought to you by our sponsors.,1,disguised_ads
Click to see why our sponsors are the leaders in innovation.,1,disguised_ads
Learn about our featured product of the month.,1,disguised_ads
Discover products recommended by our sponsors.,1,disguised_ads
Get access to premium content from our advertising partners.,1,disguised_ads
Explore this sponsored post for limited-time promotions.,1,disguised_ads
Click to see the benefits of our sponsored services.,1,disguised_ads
Read our sponsored article on the best deals of the season.,1,disguised_ads
Unlock exclusive offers from our trusted sponsors.,1,disguised_ads
Check out our partners' products for great discounts.,1,disguised_ads
Explore our featured content sponsored by top brands.,1,disguised_ads
sale about to end,1,urgency
Invite all your friends for a chance to win!,1,friend_spam
Share with 10 friends to unlock special content.,1,friend_spam
Tag your friends to enter the giveaway.,1,friend_spam
Get rewards for every friend you refer.,1,friend_spam
Share this post with your entire friend list.,1,friend_spam
Invite friends to join and get exclusive access.,1,friend_spam
Tag friends in the comments for extra entries.,1,friend_spam
Refer a friend and both get a discount.,1,friend_spam
Share with friends to reveal the hidden offer.,1,friend_spam
Bring friends to the event and enjoy perks.,1,friend_spam
Tag a friend who needs to see this promotion.,1,friend_spam
Refer friends to unlock premium features.,1,friend_spam
Get bonus points for each friend you recruit.,1,friend_spam
Share the link with friends for special privileges.,1,friend_spam
Refer a friend and earn points for discounts.,1,friend_spam
Tag friends in this post for a surprise gift.,1,friend_spam
Share the app with friends for in-app credits.,1,friend_spam
Invite friends to subscribe and get extra benefits.,1,friend_spam
Tag friends to participate in the group giveaway.,1,friend_spam
Refer friends to access members-only content.,1,friend_spam
refer and earn,1,friend_spam
Want to decline exclusive savings? Say 'yes'.,1,trick_questions
Refuse our amazing offers? Click 'OK'.,1,trick_questions
Say 'no' to extra benefits? Press 'agree'.,1,trick_questions
Reject this fantastic deal? Hit 'confirm'.,1,trick_questions
Want to miss out on rewards? Choose 'accept'.,1,trick_questions
Prefer not to save money? Tap 'proceed'.,1,trick_questions
Decline unlimited access? Select 'continue'.,1,trick_questions
Say 'no' to special promotions? Click 'next'.,1,trick_questions
Refuse this one-time offer? Press 'submit'.,1,trick_questions
Prefer not to get a discount? Choose 'agree'.,1,trick_questions
Miss out on exclusive content? Hit 'allow'.,1,trick_questions
Opt-out of our loyalty program? Click 'yes'.,1,trick_questions
Say 'no' to free trials? Select 'confirm'.,1,trick_questions
Reject this amazing upgrade? Press 'proceed'.,1,trick_questions
Want to avoid winning? Choose 'enter'.,1,trick_questions
Miss out on a surprise? Say 'no thanks'.,1,trick_questions
Decline a limited-time offer? Click 'accept'.,1,trick_questions
Prefer not to save money? Choose 'subscribe'.,1,trick_questions
Say 'no' to extra features? Select 'upgrade'.,1,trick_questions
Refuse this exclusive deal? Press 'enroll'.,1,trick_questions
permission required,1,trick_questions
Agree to our terms? Your data is ours.,1,privacy_zuckering
Opt-in for a surprise gift? We track it all.,1,privacy_zuckering
Sign up for personalized ads? We know everything.,1,privacy_zuckering
Customize your experience? We sell your preferences.,1,privacy_zuckering
Agree to cookies? We follow you everywhere.,1,privacy_zuckering
Personalized recommendations? We analyze your choices.,1,privacy_zuckering
Customized content? Your data is our goldmine.,1,privacy_zuckering
Accept tracking for better service? We surveil you.,1,privacy_zuckering
Opt-in for exclusive offers? We gather your details.,1,privacy_zuckering
Personalized ads for you? We study your behavior.,1,privacy_zuckering
Enable location services? We trace your every move.,1,privacy_zuckering
Subscribe for tailored news? We monitor your interests.,1,privacy_zuckering
Agree to data collection? We know more than you think.,1,privacy_zuckering
Opt-in for a better experience? We track your clicks.,1,privacy_zuckering
Customize your account? We keep an eye on you.,1,privacy_zuckering
Agree to personalization? Your data is our currency.,1,privacy_zuckering
Opt-in for special offers? We analyze your choices.,1,privacy_zuckering
Enable smart features? We know your preferences.,1,privacy_zuckering
Agree to user insights? Your actions are our data.,1,privacy_zuckering
"Optext,label,pattern_type
Sign up for the free trial. No easy cancellation.""",1,roach_motel
Entering your email? No way to unsubscribe.,1,roach_motel
"Join for free, but leaving is a labyrinth.",1,roach_motel
"Get premium access, trapped with auto-renewal.",1,roach_motel
"Free trial starts, canceling is a mystery.",1,roach_motel
Unsubscribe button leads to a dead end.,1,roach_motel
"Enjoy our service, but canceling is a puzzle.",1,roach_motel
"Enter your details, leaving is complicated.",1,roach_motel
"Try it for free, but escaping is convoluted.",1,roach_motel
"Premium features, but leaving is a challenge.",1,roach_motel
"Signup is easy, cancellation is a locked door.",1,roach_motel
"Access now, but exiting is a complex process.",1,roach_motel
"Enjoy the benefits, leaving is a hidden path.",1,roach_motel
"Free trial available, but canceling is elusive.",1,roach_motel
"Join now, leaving is a maze of confusion.",1,roach_motel
"Sign up quickly, exit is a journey.",1,roach_motel
"Premium membership, but cancellation is unclear.",1,roach_motel
"Subscribe easily, but leaving is a challenge.",1,roach_motel
"Start your trial, cancellation is a puzzle.",1,roach_motel
"Access premium content, but leaving is a maze.",1,roach_motel
"t-in for a seamless experience? We watch you closely.""",1,privacy_zuckering
This is urgent! Buy now or miss out!,1,urgency
Subscribe to our newsletter to continue...,1,misdirection
Hidden fees may apply. Read terms carefully.,1,hidden_fees
Clear and transparent pricing for everyone.,0,Not Dark Pattern
Your free trial will automatically renew.,1,misdirection
Limited stock! Act fast to get the deal.,1,urgency
Unsubscribe link buried in fine print.,1,misdirection
We value your privacy. Read our policy.,0,Not Dark Pattern
Flash sale! Prices go up in 10 minutes.,1,urgency
Unlock premium features for only $9.99/month!,1,misleading_info
Join now to access exclusive content.,1,misleading_info
Your account will be charged automatically.,1,misleading_info
Only a few items left. Don't miss out!,1,urgency
Free trial requires credit card information.,1,misleading_info
Congratulations! You've won a prize. Pay shipping.,1,misleading_info
Click here to claim your prize!,1,misleading_info
Read the terms and conditions carefully.,1,hidden_fees
Download now! Skip reading the terms.,1,hidden_fees
Limited-time offer. Act quickly!,1,urgency
Your subscription will renew silently.,1,misleading_info
Confirm your age to access the content.,1,misdirection
Click to unsubscribe. Redirects to sign up.,1,misdirection
Get 50% off! Use code: HIDDEN50.,1,misleading_info
Join our loyalty program. Terms apply.,1,hidden_fees
Your personal data is safe with us.,0,Not Dark Pattern
Read our privacy policy for more information.,0,Not Dark Pattern
"By clicking 'Agree,' you accept our terms.",1,misleading_info
Only a few spots left. Reserve yours now!,1,urgency
Upgrade to premium for unlimited access.,1,misleading_info
Confirm your email to win a prize!,1,misleading_info
Skip the terms. Click 'I Agree' now!,1,hidden_fees
Act quickly! Limited-time discount.,1,urgency
Free trial ends in 24 hours. Subscribe now!,1,urgency
Special offer! Sign up for exclusive deals.,1,misleading_info
Your information is secure with us.,0,Not Dark Pattern
Terms may change without notice. Check often.,1,hidden_fees
Unlock hidden features with a premium account.,1,misleading_info
Click now for a surprise discount!,1,misleading_info
Read our FAQs for important information.,0,Not Dark Pattern
Upgrade now for a one-time exclusive offer.,1,misleading_info
Terms and conditions apply. Read carefully.,1,hidden_fees
Subscribe for a chance to win a gift card!,1,misleading_info
Upgrade for priority customer support.,1,misleading_info
Limited availability. Shop now!,1,urgency
Click to read our honest customer reviews.,0,Not Dark Pattern
Get exclusive access by subscribing today.,1,misleading_info
Sign up for a chance to win a vacation!,1,misleading_info
Terms subject to change. Stay informed.,1,hidden_fees
Act fast! This offer won't last long.,1,urgency
Upgrade for a seamless user experience.,1,misleading_info
Unlock premium content with a subscription.,1,misleading_info
Read our terms before proceeding.,1,hidden_fees
Subscribe to our premium plan for extra benefits.,1,misleading_info
Your account will be upgraded automatically.,1,misleading_info
Sign up now and receive a welcome discount.,1,misleading_info
Special offer for new subscribers only!,1,misleading_info
Terms and conditions may apply. Check them now.,1,hidden_fees
Upgrade to VIP status for exclusive perks.,1,misleading_info
Click here for a limited-time discount code.,1,misleading_info
Get early access by joining our mailing list.,1,misleading_info
Subscribe for updates and special promotions.,1,misleading_info
Upgrade for a chance to win a tech gadget!,1,misleading_info
Your information is safe. Read our privacy policy.,0,Not Dark Pattern
Get access to premium features with a subscription.,1,misleading_info
Terms may change. Keep yourself informed.,1,hidden_fees
Upgrade now for VIP treatment.,1,misleading_info
Click to read our customer testimonials.,0,Not Dark Pattern
Unlock hidden benefits with a premium membership.,1,misleading_info
Terms apply. Click for more details.,1,hidden_fees
Subscribe now for a special introductory offer.,1,misleading_info
Upgrade for priority access to new releases.,1,misleading_info
Click for a surprise gift with your purchase.,1,misleading_info
Read our terms of service before proceeding.,1,hidden_fees
Exclusive offer for loyal subscribers only!,1,misleading_info
Upgrade now and enjoy ad-free browsing.,1,misleading_info
Terms and conditions subject to change.,1,hidden_fees
Subscribe for a chance to win a shopping spree!,1,misleading_info
Click here for a limited-time free trial.,1,urgency
Upgrade now and get access to premium content.,1,misleading_info
Terms may be updated. Stay informed.,1,hidden_fees
Subscribe for a monthly newsletter and updates.,1,misleading_info
Unlock exclusive discounts with a premium account.,1,misleading_info
Terms are important. Read them carefully.,1,hidden_fees
Upgrade for a personalized user experience.,1,misleading_info
Act now for exclusive access to our limited-time offers!,0,Not Dark Pattern
Join our mailing list to stay informed about the latest updates and promotions.,0,Not Dark Pattern
Upgrade to our premium plan for enhanced features and benefits.,0,Not Dark Pattern
Secure your spot in our loyalty program and enjoy special perks.,0,Not Dark Pattern
Subscribe to receive personalized recommendations based on your preferences.,0,Not Dark Pattern
Unlock hidden content by becoming a member of our community.,0,Not Dark Pattern
Check out faster by saving your shipping preferences for future orders.,0,Not Dark Pattern
Opt-in to notifications for instant updates on order status and delivery.,0,Not Dark Pattern
Explore our premium services designed to enhance your user experience.,0,Not Dark Pattern
Customize your account settings to tailor your online experience.,0,Not Dark Pattern
Enable cookies to enjoy a seamless browsing experience on our site.,0,Not Dark Pattern
Receive early access to our new products by signing up for our newsletter.,0,Not Dark Pattern
Connect with us on social media for a chance to win exclusive giveaways.,0,Not Dark Pattern
Discover the benefits of creating a user account for a more personalized journey.,0,Not Dark Pattern
Choose your preferred communication method to receive updates on your terms.,0,Not Dark Pattern
Save time by setting up one-click ordering for your favorite products.,0,Not Dark Pattern
Personalize your dashboard to see the content that matters most to you.,0,Not Dark Pattern
Explore our comprehensive FAQs for quick answers to common questions.,0,Not Dark Pattern
Enable push notifications to never miss out on our latest promotions.,0,Not Dark Pattern
Join our feedback program to share your thoughts and help us improve.,0,Not Dark Pattern
Unlock exclusive discounts by becoming a loyalty member today!,0,Not Dark Pattern
Subscribe to our newsletter for early access to flash sales and promotions.,0,Not Dark Pattern
Upgrade to our premium shipping plan for faster and priority delivery.,0,Not Dark Pattern
